,title,theme,key_words,url
6044,Friedl presentation at CIDU,,"nasa,dashlink,ames",https://c3.nasa.gov/dashlink/resources/39/
6045,Biological sulfur metabolism on the anaerobic Earth,,active,https://techport.nasa.gov/view/24042
6046,"DSCOVR EPIC Level 2 Total Ozone, Version 3","dscovr,geospatial","earth science,atmosphere,atmospheric chemistry,atmospheric radiation",https://doi.org/10.5067/EPIC/DSCOVR/L2_TO3_03
6047,ROSETTA-ORBITER COMET ESCORT 1 OSINAC 3 RDR MTP012 V2.0,earth science,"international rosetta mission,vega,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSINAC-3-ESC1-67PCHURYUMOV-M12-V2.0
6048,"ACT-America: L2 In Situ Atmospheric Gas Concentrations from Flasks, Eastern USA","act-america,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.3334/ORNLDAAC/1575
6049,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values 0.5 x 0.667 degree V001 (MA_SSU_NOAA14_OMA) at GES DISC,"merra time-mean observation data,geospatial","earth science,national geospatial data asset,ngda,land use/land cover,topography,land surface,altitude,atmosphere",https://cmr.earthdata.nasa.gov:443/search/concepts/C1274764870-GES_DISC.html
6050,"Multi-Sensor Aerial Intrusion Detector, Phase I",,"completed,kennedy space center",https://techport.nasa.gov/view/5936
6051,GPM GROUND VALIDATION NOAA UHF 449 PROFILER MC3E V1,"mc3e,geospatial","earth science,atmosphere,atmospheric winds,spectral/engineering,radar",https://doi.org/10.5067/GPMGV/MC3E/PROFILER/DATA101
6052,EPOXI MARS OBS - MRI CALIBRATED IMAGES V1.0,earth science,"epoxi,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=DIF-M-MRI-3%2F4-EPOXI-MARS-V1.0
6053,Ground-Based Doppler Orbitography by Radiopositioning Integrated on Satellite (DORIS) Cumulative Station Position Product from NASA CDDIS,"ids,geospatial","earth science,solid earth,geodetics,gravity/gravitational field,tectonics",https://doi.org/10.5067/DORIS/DORIS_IDSGLOBALSNX_001
6054,"ROSETTA-ORBITER 67P RPCLAP 2
ESC4 MTP022 V2.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RPCLAP-2-ESC4-MTP022-V2.0
6055,Biomass Burning 5x5 degree data in Native Format,"bio_burn,geospatial","earth science,biosphere,ecological dynamics,human dimensions,environmental impacts",https://doi.org/Not provided
6056,NASA Ocean Biogeochemical Model assimilating satellite chlorophyll data global daily VR2017 (NOBM_DAY) at GES DISC,"nobm,geospatial","earth science,biological classification,protists,oceans,ocean chemistry,ocean optics,ocean temperature",https://doi.org/10.5067/PT6TXZKSHBW9
6057,"instU_3d_ana_Np: MERRA 3D Analyzed State, Meteorology Diurnal  0.667 x 0.5 degree V5.2.0 (MAIUNPANA) at GES DISC","merra,geospatial","earth science,atmosphere,altitude,atmospheric chemistry,atmospheric temperature,atmospheric water vapor",https://doi.org/10.5067/8NEYZ8WH8ZTZ
6058,ORACLES Aerosol Aircraft InSitu Data,"oracles,geospatial","earth science,atmosphere,aerosols,atmospheric chemistry",https://doi.org/10.5067/ASDC_DAAC/ORACLES_Aerosol_AircraftInSitu_Data_1
6059,MLS/Aura Level 3 Daily Binned Cloud Ice (IWC) on Zonal and Similar Grids V005 (ML3DZIWC) at GES DISC,"aura,geospatial","earth science,atmosphere,clouds",https://doi.org/10.5067/Aura/MLS/DATA/3574
6060,MODIS/Aqua Sea Ice Extent Daily L3 Global 1km EASE-Grid Night V006,geospatial,"earth science,cryosphere,sea ice,ngda,national geospatial data asset",https://doi.org/10.5067/MODIS/MYD29P1N.006
6061,TES/Aura L3 CO2 Lite Monthly Gridded V003,"tes,geospatial","earth science,atmosphere,atmospheric chemistry,air quality",https://doi.org/10.5067/AURA/TES/TESTL3CO2lM_L3
6062,"NEW HORIZONS                            
      LORRI PLUTO ENCOUNTER                                                   
      CALIBRATED V3.0",earth science,"new horizons,styx,nix,calibration,pluto,hydra,kerberos,charon",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NH-P-LORRI-3-PLUTO-V3.0
6063,Building a Better ALD - use of Plasma Enhanced ALD to Construct Efficient Interference Filters for the FUV,,active,https://techport.nasa.gov/view/71919
6064,Lidar In-Space Technology Experiment (LITE) L1,"lite,geospatial","ngda,earth science,atmosphere,aerosols,national geospatial data asset",https://data.nasa.gov/d/66mj-z4xt
6065,"NEW HORIZONS                            
      SDC JUPITER ENCOUNTER                                                   
      RAW V4.0",earth science,"new horizons,dust",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NH-J-SDC-2-JUPITER-V4.0
6066,Real Time Space Radiation Effects in Electronic Systems,,"goddard space flight center,completed",https://techport.nasa.gov/view/11817
6067,ISS_COORDS_2021-07-27,space science,"space,international,iss,location,station,topo,trajectory,coords,ephemeris,coordinates",https://spotthestation.nasa.gov
6068,Upgrade of the HIWRAP Ka-band Transceiver,,"goddard space flight center,completed",https://techport.nasa.gov/view/10769
6069,GPM AMSUB on NOAA16 (GPROF) Climate-based Radiometer Precipitation Profiling L3 1 month 0.25 degree x 0.25 degree  V05 (GPM_3GPROFNOAA16AMSUB_CLIM) at GES DISC,"gpm,geospatial","earth science,atmosphere,atmospheric water vapor,precipitation",https://doi.org/10.5067/GPM/AMSUB/NOAA16/GPROFCLIM/3A-MONTH/05
6070,"CALIPSO Imaging Infrared Radiometer Level 1B Radiance data, Provisional V1-12","calipso,geospatial","national geospatial data asset,earth science,spectral/engineering,infrared wavelengths,ngda",https://doi.org/10.5067/IIR/CALIPSO/CAL_IIR_L1-PROV-V1-12_L1B-001.12
6071,SWFL,geospatial,"earth science,oceans,ocean chemistry,ocean optics,ocean temperature,salinity/density,ngda,national geospatial data asset",https://doi.org/10.5067/SeaBASS/SWFL/DATA001
6072,BNL,geospatial,"earth science,oceans,ocean chemistry,ocean optics,ocean temperature,salinity/density,ngda,national geospatial data asset",https://doi.org/10.5067/SeaBASS/BNL/DATA001
6073,GLDAS Catchment Land Surface Model L4 monthly 1.0 x 1.0 degree Early Product V2.1 (GLDAS_CLSM10_M_EP) at GES DISC,"gldas,geospatial","earth science,atmosphere,atmospheric pressure,atmospheric radiation,atmospheric temperature,atmospheric water vapor,atmospheric winds,precipitation,land surface,soils,surface thermal properties,terrestrial hydrosphere,snow/ice,surface water",https://doi.org/10.5067/1LQF1ORIE8OW
6074,"CALIPSO Lidar Level 2 5km Cloud Profile data, Provisional V3-02","calipso,geospatial","earth science,spectral/engineering,lidar,oceans,ocean optics",https://doi.org/10.5067/CALIOP/CALIPSO/CAL_LID_L2_05KMCPRO-PROV-V3-02_L2-003.02
6075,"Methane-Oxygen Solid Oxide Fuel Cell System, Phase I",,"glenn research center,completed",https://techport.nasa.gov/view/90407
6076,OCO-2 Level 2 meteorological parameters interpolated from global assimilation model for each sounding V8 (OCO2_L2_Met) at GES DISC,"oco,geospatial","earth science,national geospatial data asset,atmospheric chemistry,atmosphere,ngda",https://cmr.earthdata.nasa.gov:443/search/concepts/C1412974310-GES_DISC.html
6077,Microgravity effect on C. elegans N2/VC (CERISE 4 days),earth science,"sample collection,rna extraction,labeling,nucleic acid hybridization,data collection,normalization data transformation,microgravity",https://data.nasa.gov/d/66tz-kdn7
6078,GPM GROUND VALIDATION KBOX NEXRAD GCPEX V1,"gcpex,geospatial","earth science,spectral/engineering,radar",https://doi.org/10.5067/GCPEX/NEXRAD/DATA202
6079,FIRE_AX_CMS_SOLAR_MN,"fire,geospatial","national geospatial data asset,ngda",https://cmr.earthdata.nasa.gov:443/search/concepts/C1000001002-LARC_ASDC.html
6080,MLS/Aura Level 3 Daily Binned Cloud Ice (IWC) on Assorted Grids V004 (ML3DBIWC) at GES DISC,"aura,geospatial","earth science,atmosphere,clouds",https://doi.org/10.5067/Aura/MLS/DATA/3115
6081,MAVEN LPW Raw Data Bundle,earth science,"mars atmosphere and volatile evolution mission,mars",https://pds.nasa.gov/ds-view/pds/viewBundle.jsp?identifier=urn%3Anasa%3Apds%3Amaven.lpw.raw&version=3.7
6082,"Ka-Band Klystron Amplifier for CUBESATs, Phase I",,"jet propulsion laboratory,completed",https://techport.nasa.gov/view/89864
6083,"CALIPSO Lidar Level 2 Vertical Feature Mask data, Validated Stage 1 V3-30","calipso,geospatial","earth science,atmosphere,clouds,aerosols,ngda,national geospatial data asset",https://doi.org/10.5067/CALIOP/CALIPSO/CAL_LID_L2_VFM-VALSTAGE1-V3-30_L2-003.30
6084,"ABoVE: Last Day of Spring Snow, Alaska, USA, and Yukon Territory, Canada, 2000-2016","above,geospatial","earth science,climate indicators,cryospheric indicators,cryosphere,snow/ice,terrestrial hydrosphere,ngda,national geospatial data asset",https://doi.org/10.3334/ORNLDAAC/1528
6085,Terra Moderate Resolution Imaging Spectroradiometer (MODIS) Global Mapped Remote-Sensing Reflectance (RRS) - NRT,geospatial,"earth science,oceans,ocean optics,ngda,national geospatial data asset",https://doi.org/Not Provided
6086,Transcription profiling of S. cerevisiae cultures grown under low shear-modeled microgravity,earth science,"p-g4136-6,p-g4136-2,p-g4136-3,grow,nucleic_acid_extraction,labeling,environmentalstress,generation",https://data.nasa.gov/d/66yt-65wn
6087,GPM SSMI on F13 (GPROF) Climate-based Radiometer Precipitation Profiling L3 1 day 0.25 degree x 0.25 degree V05 (GPM_3GPROFF13SSMI_DAY_CLIM) at GES DISC,"gpm,geospatial","earth science,atmosphere,atmospheric water vapor,precipitation",https://doi.org/10.5067/GPM/SSMI/F13/GPROFCLIM/3A-DAY/05
6088,Leaf Reflectances: Perkin-Elmer (OTTER),"otter,geospatial","earth science,atmosphere,atmospheric radiation",https://doi.org/10.3334/ORNLDAAC/48
6089,"TROPESS AIRS-Aqua L2 Water for Forward Stream, Standard Product V1 (TRPSDL2H2OAIRSFS) at GES DISC","tropess,geospatial","earth science,atmosphere,atmospheric water vapor",https://doi.org/10.5067/GAAB1GIBBQKU
6090,ROSETTA-ORBITER MARS RPCMAG 2 MARS RAW V3.0,earth science,"international rosetta mission,mars,unknown",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-M-RPCMAG-2-MARS-RAW-V3.0
6091,"LiDAR Surveys over Selected Forest Research Sites, Brazilian Amazon, 2008-2018","cms,geospatial","land surface,biosphere,earth science,lidar,spectral/engineering,topography,vegetation",https://doi.org/10.3334/ORNLDAAC/1644
6092,"Innovative X-ray Star Scanner for Spin Stabilized Microsatellites, Phase I",,"jet propulsion laboratory,completed",https://techport.nasa.gov/view/9185
6093,Sentinel-6A MF Jason-CS L2 P4 Altimeter Low Resolution (LR) STC Reduced Ocean Surface Topography,"sentinel-6,geospatial","earth science,oceans,sea surface topography,ocean waves",https://doi.org/10.5067/S6AP4-2LRST
6094,ISS_COORDS_2021-02-27,space science,"international,location,coords,coordinates,ephemeris,topo,iss,trajectory,station,space",https://spotthestation.nasa.gov
6095,VIIRS/NPP BRDF/Albedo Model Parameters Daily L3 Global 1 km SIN Grid NRT,"lance,suomi-npp,geospatial","earth science,land surface,surface radiative properties",https://doi.org/10.5067/VIIRS/VNP43MA1N.001
6096,Terra Moderate Resolution Imaging Spectroradiometer (MODIS) Global Binned Inherent Optical Properties (IOP) - NRT,geospatial,"ocean optics,earth science,national geospatial data asset,oceans,ngda",https://data.nasa.gov/d/6785-92a2
6097,"Low-T, Low-Q Cryocoolers for Science Instruments",,completed,https://techport.nasa.gov/view/91179
6098,SBUV2/NOAA-11 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1 (SBUV2N11L2) at GES DISC,"measures,geospatial","national geospatial data asset,ngda,atmosphere,atmospheric chemistry,earth science",https://doi.org/10.5067/MEASURES/OZONE/DATA204
6099,"Individualized Fatigue Meter for Space Exploration, Phase II",,"johnson space center,completed",https://techport.nasa.gov/view/8585
6100,nauru99,geospatial,"earth science,ocean temperature,salinity/density,ocean optics,national geospatial data asset,ngda,ocean chemistry,oceans",https://doi.org/10.5067/SeaBASS/NAURU99/DATA001
6101,MODIS/Aqua Thermal Anomalies/Fire 5-Min L2 Swath 1km V006,"aqua,geospatial","earth science,land surface,surface thermal properties,biosphere,ecological dynamics,ngda,national geospatial data asset",https://doi.org/10.5067/MODIS/MYD14.006
6102,GPM Ground Validation Multi-Radar/Multi-Sensor (MRMS) Precipitation Reanalysis for Satellite Validation Product V1,"not applicable,geospatial","earth science,atmosphere,precipitation,spectral/engineering,radar",https://doi.org/10.5067/GPMGV/MRMS/DATA101
6103,"High Efficiency, High Temperature Foam Core Heat Exchanger for Fission Surface Power Systems, Phase II",,"glenn research center,completed",https://techport.nasa.gov/view/7751
6104,"ROSETTA-ORBITER/ROSETTA-LANDER 67P CONSERT
                           2 FSS V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO%2FRL-C-CONSERT-2-FSS-V1.0
6105,MER 1 MARS PANCAM IOF SCIENCE V1.0,earth science,"mars,mars exploration rover",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MER1-M-PANCAM-3-IOFCAL-SCI-V1.0
6106,FIEBER-BEYER IRTF MAINBELT ASTEROID SPECTRA V2.0,earth science,"1036 ganymed,908 buda,897 lysistrata,879 ricarda,556 phyllis,875 nymphe,797 montana,335 roberta,619 triberga,623 chimaera,974 lioba,329 svea,787 moskva,714 ulula,3066 mcfadden,292 ludovica,2089 cetacea,3637 o'meara,198 ampella,1391 carelia,1501 baade,1607 mavis,3760 poutanen,652 jubilatrix,1358 gaika,1644 rafita,1722 goffin,1772 gagarin,1215 boyer,695 bella,6649 yokotatakao,660 crescentia,1166 sakuntala,1379 lomonosowa,421 zahringia,1158 luda,support archives,1064 aethusa,1018 arnolda,495 eulalia",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=EAR-A-I0046-3-FBIRTFSPEC-V2.0
6107,"NEW HORIZONS                            
      SDC PLUTO ENCOUNTER                                                     
      CALIBRATED V2.0",earth science,"new horizons,dust",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NH-P-SDC-3-PLUTO-V2.0
6108,"Last of the Wild Project, Version 1, 2002 (LWP-1): Global Human Footprint Dataset (Geographic)","lwp,geospatial","earth science,biosphere,ecosystems,land surface,land use/land cover",https://doi.org/10.7927/H4CN71V6
6109,CASSINI RSS RAW DATA SET - GWE2 V1.0,earth science,cassini-huygens,https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=CO-X-RSS-1-GWE2-V1.0
6110,MODIS/Terra Snow Cover 5-Min L2 Swath 500m V061,geospatial,"earth science,cryosphere,snow/ice,ngda,national geospatial data asset",https://doi.org/10.5067/MODIS/MOD10_L2.061
6111,"MARS EXPRESS MARS MRS 1/2/3
                                     EXTENDED MISSION 3 3899 V1.0",earth science,"mars express,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MEX-M-MRS-1%2F2%2F3-EXT3-3899-V1.0
6112,ASTEROID DYNAMICAL FAMILIES V4.1,earth science,"support archives,asteroid",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=EAR-A-5-DDR-FAMILY-V4.1
6113,"NEW HORIZONS                            
      ALICE PLUTO CRUISE                                                      
      CALIBRATED V2.0",earth science,"calibration,sun,new horizons",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NH-X-ALICE-3-PLUTOCRUISE-V2.0
6114,PDS Data Dictionary (1r67),earth science,"index,dictionary,pds",https://pds.jpl.nasa.gov/tools/subscription_service/SS-Release.shtml
6115,ROSETTA-ORBITER 67P RPCIES 2 ESC2 V2.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RPCIES-2-ESC2-V2.0
6116,CAMP2Ex P-3 In-Situ Trace Gas Data,"camp2ex,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.5067/Airborne/CAMP2Ex_TraceGas_AircraftInSitu_P3_Data_1
6117,BOREAS TF-02 SSA-OA Tethersonde Meteorological and Ozone Data,"boreas,geospatial","earth science,atmosphere,air quality,atmospheric chemistry,atmospheric pressure,atmospheric temperature,atmospheric water vapor,atmospheric winds",https://doi.org/10.3334/ORNLDAAC/504
6118,Thermal History Mapping Technology for Turbine Engine Diagnostics,,"glenn research center,active",https://techport.nasa.gov/view/94068
6119,Gridded Monthly Time-Mean Observation minus Forecast (omf) Values 0.5 x 0.667 degree V001 (MA_SSU_NOAA07_OMF) at GES DISC,"merra time-mean observation data,geospatial","earth science,atmosphere,altitude,land surface,topography,land use/land cover",https://cmr.earthdata.nasa.gov:443/search/concepts/C1274764865-GES_DISC.html
6120,"Super Cloud Library: Empowering Data Management, Diagnosis, and Visualization of Cloud-Resolving Models (CRM) with Spark and Hadoop",,"completed,nasa headquarters",https://techport.nasa.gov/view/34760
6121,"MARS EXPRESS MARS MRS 1/2/3
                                     EXTENDED MISSION 3 3334 V1.0",earth science,"mars express,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MEX-M-MRS-1%2F2%2F3-EXT3-3334-V1.0
6122,"Estimation and Prediction of Unmanned Aerial Vehicle Trajectories, Phase I",,"dryden flight research center,completed",https://techport.nasa.gov/view/8142
6123,Bermuda_Testbed_Mooring,geospatial,"salinity/density,ocean temperature,national geospatial data asset,oceans,ocean optics,ocean chemistry,ngda,earth science",https://doi.org/10.5067/SeaBASS/BERMUDA_TESTBED_MOORING/DATA001
6124,"VG2 NEP PRA EDITED RDR HIGH RATE
                                      60MS V1.0",earth science,"voyager,neptune",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VG2-N-PRA-2-RDR-HIGHRATE-60MS-V1.0
6125,AMMA,geospatial,"earth science,oceans,ocean chemistry,ocean optics,ocean temperature,salinity/density,ngda,national geospatial data asset",https://doi.org/10.5067/SeaBASS/AMMA/DATA001
6126,AIRS/Aqua L3 5-day Quantization in Physical Units (AIRS-only) 5 degrees x 5 degrees V006 (AIRS3QP5) at GES DISC,"aqua,geospatial","earth science,atmosphere,atmospheric temperature,atmospheric water vapor,clouds",https://doi.org/10.5067/Aqua/AIRS/DATA333
6127,Ocean_Color_Cal_Val,geospatial,"earth science,oceans,ocean chemistry,ocean optics,ocean temperature,salinity/density",https://doi.org/10.5067/SeaBASS/OCEAN_COLOR_CAL_VAL/DATA001
6128,"Novel Fluid Preservation System, Phase I",,"johnson space center,completed",https://techport.nasa.gov/view/9604
6129,"OCO-3 Level 2 meteorological parameters interpolated from global assimilation model for each sounding, Forward Processing V10 (OCO3_L2_Met) at GES DISC","oco-3,geospatial","earth science,atmosphere,atmospheric chemistry",https://cmr.earthdata.nasa.gov:443/search/concepts/C2082387287-GES_DISC.html
6130,Space Debris Threat Mitigation via characterization of strain rate effects by Maximum Entropy Atomistics,,"california institute of technology,active",https://techport.nasa.gov/view/94144
6131,TES/Aura L3 HNO3 Monthly Gridded V004,"tes,geospatial","earth science,atmosphere,atmospheric chemistry,air quality",https://doi.org/10.5067/AURA/TES/TL3HNOM_L3.004
6132,ROSETTA-ORBITER 67P OSIWAC 4 PRL-MTP006 RDR-INF-REFL V1.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSIWAC-4-PRL-67P-M06-INF-REFL-V1.0
6133,VIIRS/NPP BRDF/Albedo Valid Observation Band M10 Daily L3 Global 30ArcSec CMG V001,"npp-jpss,geospatial","earth science,land surface,surface radiative properties",https://doi.org/10.5067/VIIRS/VNP43D49.001
6134,"MARS EXPRESS MARS MRS 1/2/3
                                     EXTENDED MISSION 3 3397 V1.0",earth science,"mars express,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MEX-M-MRS-1%2F2%2F3-EXT3-3397-V1.0
6135,MARS EXPRESS ASPERA-3 RAW EDR ELECTRON SPECTROMTR EXT1 V1.0,earth science,"mars express,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MEX-M-ASPERA3-2-EDR-ELS-EXT1-V1.0
6136,"Gridded Population of the World, Version 4 (GPWv4): Population Count","gpw,geospatial","earth science,human dimensions,population",https://doi.org/10.7927/H4X63JVC
6137,Portable Intravenous Fluid Production Device for Ground Use,,"completed,kennedy space center",https://techport.nasa.gov/view/10496
6138,"SAFARI 2000 Leaf-Level VOC Emissions, Maun, Botswana, Wet Season 2001","safari 2000,geospatial","earth science,atmosphere,air quality,atmospheric pressure,biosphere,vegetation",https://doi.org/10.3334/ORNLDAAC/763
6139,VIIRS/NPP Ice Surface Temperature 6-Min L2 Swath 750m V001,geospatial,"earth science,cryosphere,sea ice",https://doi.org/10.5067/VIIRS/VNP30.001
6140,Networked Instrumentation Element,,"armstrong flight research center,element,active",http://techport.nasa.gov/view/14676
6141,Full Resolution Full Swath Geolocated and Calibrated TOA Radiance V1,"multi-taste,geospatial","oceans,ultraviolet wavelengths,visible wavelengths,spectral/engineering,land surface,landscape,infrared wavelengths,atmosphere,earth science,national geospatial data asset,ngda,cloud properties,ocean optics,clouds",https://cmr.earthdata.nasa.gov:443/search/concepts/C1219767900-LAADS.html
6142,IMP Opacities Bundle,earth science,"pathfinder,mars,opacities",https://pds.nasa.gov/ds-view/pds/viewBundle.jsp?identifier=urn%3Anasa%3Apds%3Ampf_mpim&version=1.0
6143,C5,geospatial,"earth science,ngda,salinity/density,ocean chemistry,national geospatial data asset,oceans,ocean temperature,ocean optics",https://doi.org/10.5067/SeaBASS/C5/DATA001
6144,"LBA-ECO LC-15 SRTM30 Digital Elevation Model Data, Amazon Basin: 2000","lba-eco,geospatial","earth science,land surface,topography",https://doi.org/10.3334/ORNLDAAC/1181
6145,"Microporous Carbon for Radiation Shielding and Hydrogen Storage, Phase I",,"completed,langley research center",https://techport.nasa.gov/view/7497
6146,GPM AMSR-E on Aqua (GPROF) Climate-based Radiometer Precipitation Profiling L3 1 day 0.25 degree x 0.25 degree V05 (GPM_3GPROFAQUAAMSRE_DAY_CLIM) at GES DISC,"gpm,geospatial","earth science,atmosphere,atmospheric water vapor,precipitation",https://doi.org/10.5067/GPM/AMSRE/AQUA/GPROFCLIM/3A-DAY/05
6147,TRMM Precipitation Radar Rain Characteristics L2 1.5 hours V7 (TRMM_2A23) at GES DISC,"trmm,geospatial","earth science,atmosphere,precipitation",https://cmr.earthdata.nasa.gov:443/search/concepts/C1282060545-GES_DISC.html
6148,FIRE_AX_SUROIT_SONDE,"fire,geospatial",,https://cmr.earthdata.nasa.gov:443/search/concepts/C1000001049-LARC_ASDC.html
6149,NARSTO_SOS99NASH_WP3D_CHEMISTRY_DATA,"narsto,geospatial",,https://cmr.earthdata.nasa.gov:443/search/concepts/C1000000143-LARC_ASDC.html
6150,Simulated Variable Inertia for Exercise Equipment,,"completed,johnson space center",https://techport.nasa.gov/view/12437
6151,"Development of a Lower-SWaP, RAD-Tolerant, Thermally Stable High Speed Fiber Optics Network for Harsh Environment Applications, Phase I",,"goddard space flight center,completed",https://techport.nasa.gov/view/8620
6152,MOKIHANA,geospatial,"earth science,oceans,ocean chemistry,ocean optics,ocean temperature,salinity/density",https://doi.org/10.5067/SeaBASS/MOKIHANA/DATA001
6153,CALIPSO Lidar L2 1 km Cloud Layer Data V3-02,earth science,"atmospheric science,radiation,cloud,aerosol,eos,climate,satellite",https://data.nasa.gov/d/6895-pt7m
6154,TES/Aura L2 NO2 Limb V006,"tes,geospatial","earth science,atmosphere,air quality,atmospheric chemistry",https://doi.org/10.5067/AURA/TES/TESN2OL_L2.006
6155,"GVT-Based Ground Flutter Test without Wind Tunnel, Phase I",,"completed,dryden flight research center",https://techport.nasa.gov/view/10174
6156,NWS Daily Climatology Data: 1980 (SNF),"snf,geospatial","earth science,atmosphere,atmospheric radiation,atmospheric temperature,atmospheric water vapor,precipitation",https://doi.org/10.3334/ORNLDAAC/167
6157,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values 0.5 x 0.667 degree V001 (MA_AMSUA_NOAA16_OMA) at GES DISC,"merra time-mean observation data,geospatial","land use/land cover,atmosphere,topography,national geospatial data asset,earth science,ngda,land surface,altitude",https://cmr.earthdata.nasa.gov:443/search/concepts/C1274764687-GES_DISC.html
6158,IceBridge Accumulation Radar L1B Geolocated Radar Echo Strength Profiles V002,"2009_an_nasa,2009_gr_nasa,2010_an_nasa,2010_gr_nasa,2011_an_nasa,2011_gr_nasa,2012_an_nasa,2012_gr_nasa,2013_an_nasa,2013_gr_nasa,2014_an_nasa,2014_gr_nasa,2015_an_nasa,2015_gr_nasa,2017_an_nasa,2017_gr_nasa,geospatial","earth science,cryosphere,glaciers/ice sheets,spectral/engineering,radar,sea ice,oceans,snow/ice,terrestrial hydrosphere",https://doi.org/10.5067/0ZY1XYHNIQNY
6159,ROSETTA-ORBITER 67P RPCIES 2 PRL V1.0,earth science,"67p/churyumov-gerasimenko 1 (1969 r1),international rosetta mission",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RPCIES-2-PRL-V1.0
6160,Aqua Moderate Resolution Imaging Spectroradiometer (MODIS) Global Binned Photosynthetically Available Radiation (PAR) - NRT,geospatial,"earth science,oceans,ocean optics,ngda,national geospatial data asset",https://doi.org/Not Provided
6161,"Active Microwave Technologies Using Ultra-High efficiency P-Band and L -Band Power Amplifiers, Phase I",,"completed,jet propulsion laboratory",https://techport.nasa.gov/view/9626
6162,VEGA1 INFRARED SPECTROMETER IMAGING CHANNEL DATA V1.0,earth science,"vega 1,halley",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VEGA1-C-IKS-2-RDR-HALLEY-V1.0
6163,"Heated Thermoplastic Fiber Placement Head for NASA Langley Research Center, Phase I",,"completed,langley research center",https://techport.nasa.gov/view/5462
6164,GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA V1,"grip (hurricane),geospatial","earth science,spectral/engineering,platform characteristics,atmosphere,atmospheric winds,atmospheric water vapor,atmospheric pressure,atmospheric temperature",https://doi.org/10.5067/GRIP/NAV/DATA103
6165,Envisat MERIS Global Binned Particulate Inorganic Carbon (PIC) Data,geospatial,"earth science,oceans,ocean chemistry",https://doi.org/10.5067/ENVISAT/MERIS/L3B/PIC/2020
6166,SRB_REL3.0_SW_MONTHLY_UTC_NC,"srb,geospatial",,https://cmr.earthdata.nasa.gov:443/search/concepts/C4186607-LARC_ASDC.html
6167,QuikSCAT Level 2B Ocean Wind Vectors in 12.5km Slice Composites Version 4.1,"quikscat,geospatial","earth science,oceans,ocean winds",https://doi.org/10.5067/QSX12-L2B41
6168,MLS/Aura Level 3 Daily Binned Hydrogen Cyanide (HCN) Mixing Ratio on Assorted Grids V005 (ML3DBHCN) at GES DISC,"aura,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.5067/Aura/MLS/DATA/3510
6169,LBA-ECO LC-31 Historical Land-Use in the Amazon: 1940-1995,"lba-eco,geospatial","earth science,biosphere,ecosystems,land surface,land use/land cover,ngda,national geospatial data asset",https://doi.org/10.3334/ORNLDAAC/1170
6170,"NAAMES R/V Atlantis Trace Gas In Situ Data, Version 1","naames,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.5067/ASDC/NAAMES_TraceGas_ShipInSitu_Data_1
6171,"Advanced Athermal Telescopes, Phase I",,"active,marshall space flight center",https://techport.nasa.gov/view/93339
6172,"Tracking Launch Vehicles in Interference and Jamming, Phase I",,"completed,kennedy space center",https://techport.nasa.gov/view/8307
